COMPLETE_TEXT,COUNT,RARITY,TOKEN_ID
the first play-to-earn cherrypicked generative spirograph smell-o-vision nft to be sold at christie's for a pittance,1,0.02%,[58934]
the first successful animal themed 10k avatar nft deemed culturally significant by the sec,1,0.02%,[999990]
the first 10k avatar nft on polygon with pixel data stored in morse code in contract storage,1,0.02%,[400400]
the first composable short form generative volumetric art nft declared historic by the new york times,1,0.02%,[3534]
the first animal themed 10k avatar nft on ethereum made entirely with 100% solidity,1,0.02%,[1582]
the first dick pic nft to be featured on a cereal box,1,0.02%,[71938]
the first collaborative short form generative nuclear architecture nft on solana,1,0.02%,[6132]
the first long form generative art nft on ethereum to be featured on a cereal box,1,0.02%,[2028]
the first playful short form generative recursive poetry nft,1,0.02%,[1832]
the first conceptual art nft to be featured on a billboard,1,0.02%,[63553]
the first successful gan nft on polygon to be featured at the moma,1,0.02%,[690069]
the first viral pirate themed pfp nft on eos to be sold on an exponential price ramp,1,0.02%,[3473]
the first cash grab female ai chatbot nft fetished by a crypto bro,1,0.02%,[6686]
the first retro 10k avatar nft on solana redeemable for fastcash,1,0.02%,[7547]
the first inflationary cherrypicked generative spirograph poetry nft redeemable for bitchcoin,1,0.02%,[45644]
the first user-curated generative spirograph audio nft on namecoin made entirely with 100% usda beef,1,0.02%,[4312]
the first furniture themed 10k avatar nft fetished by kevin abosch,1,0.02%,[6197]
the first play-to-earn long form generative art nft on namecoin that can be staked for bitchcoin,1,0.02%,[9989]
the first female ai chatbot nft on cardano to be featured in the onion,1,0.02%,[9638]
the first serious stylegan nft to cause a gas war,1,0.02%,[78919]
the first long form generative smell-o-vision nft,1,0.02%,[7250]
the first windows 95 screensaver nft on ethereum to be sold on a linearly decreasing price ramp,1,0.02%,[615565]
the first open edition audio nft inspired by narcissism,1,0.02%,[3860]
the first female ai chatbot nft on solana deemed historic by the vatican,1,0.02%,[9942]
the first collaborative dick pic nft to be featured on the shopping network,1,0.02%,[77890]
the first successful audio nft to be sold at a police auction,1,0.02%,[88821]
the first short form generative fractal smell-o-vision nft on polkadot to be airdropped to ab holders,1,0.02%,[56779]
the first 1/1 furniture themed pfp nft on cardano to pass the turing test,1,0.02%,[2387]
the first stylegan nft on ethereum with metadata stored in wav format in the glove compartment,1,0.02%,[8499]
the first autoglyph-derivative vegetable pfp nft on cardano to be featured in chickadee magazine,1,0.02%,[8498]
the first nft on eos to be minted during a solar eclipse,1,0.02%,[192672]
the first long form generative spirograph poetry nft on namecoin to be featured in the onion,1,0.02%,[3985]
the first nft denounced as 'low effort' by dcinvestor,1,0.02%,[5684]
the first dick pic nft to be sold at a police auction for a record price,1,0.02%,[392989]
the first autoglyph-derivative body parts 10k avatar nft on polkadot that unlocks another over time,1,0.02%,[5868]
the first dick pic nft to cause a gas war,1,0.02%,[392987]
the first cash grab generative art nft on ethereum to be airdropped to punk holders,1,0.02%,[111112]
the first serious quantum ai gan nft declared historic by pranksy,1,0.02%,[8643]
the first furniture themed pfp nft to be featured on a billboard,1,0.02%,[8585]
the first successful conceptual art nft to disrupt a federal government,1,0.02%,[2129]
the first conceptual art nft on tezos with pixel data stored in a rolodex,1,0.02%,[5710]
the first stylegan nft on solana redeemable for xxmon,1,0.02%,[5241]
the first cherrypicked generative mathematical music nft burnable for rai stones,1,0.02%,[392988]
the first quantum ai gan nft declared historic by the new york times,1,0.02%,[941]
the first long form generative text nft on eos to be sold on a fomo ramp,1,0.02%,[6127]
the first composable pixel art nft on solana declared to be a 'good bet' by the vatican,1,0.02%,[747]
the first playful cherrypicked generative cellular automata literature nft redeemable for xxmon,1,0.02%,[730]
the first long form generative fractal dick pic nft with metadata stored in wav format in a rolodex,1,0.02%,[4270]
the first conceptual art nft with rgb values stored in betamax format on a sidechain,1,0.02%,[113861]
the first dick pic nft on polygon inspired by marxism,1,0.02%,[456234]
the first stylegan nft on solana fuded by a left wing academic,1,0.02%,[334455]
the first user-curated generative 3d smell-o-vision nft on polkadot to be sold at a fleamarket for a pittance,1,0.02%,[76212]
the first playful short form generative nuclear audio nft on ethereum redeemable for the artist's excrement,1,0.02%,[13131]
the first deflationary quantum ai gan nft to be sold using a dutch auction,1,0.02%,[4632]
the first successful pixel art nft burnable for doge,1,0.02%,[20078]
the first inflationary short form generative recursive poetry nft on polkadot to be airdropped to avastar burners,1,0.02%,[393452]
the first community oriented user-curated generative poetry nft heralded as a 'new art medium' by the vatican,1,0.02%,[5934]
the first generative art nft declared to be a 'good bet' by the new york times,1,0.02%,[785]
the first windows 95 screensaver nft on solana to be featured at the moma,1,0.02%,[234244]
the first dick pic nft on namecoin inspired by libertarianism,1,0.02%,[2385]
the first dick pic nft on cardano denounced as a cash grab by artchick,1,0.02%,[4750]
the first ahistorical user-curated generative dick pic nft on tezos to be sold at mcdonald's,1,0.02%,[6500]
the first inflationary body parts 10k avatar nft on bsc deemed historic by a washed up celebrity,1,0.02%,[5933]
the first solar powered cherrypicked generative smell-o-vision nft to be airdropped to autoglyph holders,1,0.02%,[2386]
the first audio nft on solana with pixel data stored in morse code in the glove compartment,1,0.02%,[1280]
the first ponzi short form generative volumetric smell-o-vision nft made entirely with 100% vanilla javascript,1,0.02%,[9005]
the first cherrypicked generative 3d poetry nft to be sold at a police auction,1,0.02%,[6008]
the first audio nft on cardano deemed to be moma material by the new york times,1,0.02%,[123902]
the first low effort long form generative spirograph dick pic nft to disrupt a federal government,1,0.02%,[42462]
the first fruit themed pfp nft to render the network unusable,1,0.02%,[46508]
the first inflationary body parts 10k avatar nft to disrupt a federal government,1,0.02%,[8264]
the first conceptual art nft on solana denounced as ahistorical by the vatican,1,0.02%,[50822]
the first collectible nft redeemable for rock salt,1,0.02%,[2401]
the first photography nft on ethereum with pixel data stored in the glove compartment,1,0.02%,[291823]
the first low effort long form generative literature nft to be featured in playboy magazine,1,0.02%,[458798]
the first user-curated generative art nft on polygon with rgb values stored in svg format on ipfs,1,0.02%,[3679]
the first long form generative mathematical literature nft redeemable for bitchcoin,1,0.02%,[8724]
the first long form generative mathematical text nft to be sold at sotheby's,1,0.02%,[7626]
the first playful short form generative audio nft on tezos to be featured in the onion,1,0.02%,[2592]
the first short form generative architecture nft to be sold at a police auction for a pittance,1,0.02%,[545422]
the first quantum ai gan nft to be featured in playboy magazine,1,0.02%,[966]
the first cash grab vegetable 10k avatar nft on polygon to be sold on a fomo ramp,1,0.02%,[6572]
the first retro short form generative dick pic nft inspired by existentialism,1,0.02%,[127794]
the first collectible short form generative audio nft on polkadot to be sold at a police auction for a record price,1,0.02%,[30420]
the first long form generative spirograph dick pic nft to be minted during a solar eclipse,1,0.02%,[7157]
the first ahistorical short form generative dick pic nft on tezos inspired by nihilism,1,0.02%,[3916]
the first pixel art nft deemed to be moma material by a crypto bro,1,0.02%,[38923]
the first play-to-earn conceptual art nft on tezos burnable for squirrel pelts,1,0.02%,[2300]
the first cherrypicked generative mathematical architecture nft on cardano to sell out immediately,1,0.02%,[101111]
the first cash grab user-curated generative fractal dick pic nft on polygon to be sold at christie's,1,0.02%,[6876]
the first community oriented gan nft to be airdropped to ab holders,1,0.02%,[3844]
the first community oriented long form generative 3d art nft burnable for canadian tire money,1,0.02%,[4376]
the first quantum ai gan nft on bsc burnable for doge,1,0.02%,[8723]
the first female ai chatbot nft rugged by a gatekeeper,1,0.02%,[888873]
the first community oriented gan nft on polkadot burnable for xxmon,1,0.02%,[282934]
the first ponzi cherrypicked generative literature nft on polkadot to disrupt a federal government,1,0.02%,[43345]
the first long form generative spirograph art nft deemed to be moma material by the sec,1,0.02%,[1210]
the first composable rare pepe-derivative pirate themed pfp nft on solana with pixel data stored in wav format on arweave,1,0.02%,[3420]
the first copy minted cherrypicked generative fractal dick pic nft that can be staked for parmigiano-reggiano,1,0.02%,[6359]
the first successful cherrypicked generative 3d dick pic nft on tezos deemed culturally significant by the vatican,1,0.02%,[22244]
the first long form generative smell-o-vision nft on polygon with audio data stored in a rolodex,1,0.02%,[4810]
the first user-curated generative text nft on bsc that shrinks over time,1,0.02%,[42070]
the first viral user-curated generative dick pic nft on polkadot declared to be a 'good bet' by the new york times,1,0.02%,[135893]
the first 10k avatar nft to be sold at a yardsale for a pittance,1,0.02%,[471856]
the first photography nft on polkadot to be sold at mcdonald's,1,0.02%,[25471]
the first user-curated generative volumetric art nft redeemable for 24k gold,1,0.02%,[375243]
the first viral autoglyph-derivative fruit themed pfp nft on eos to be airdropped to autoglyph holders,1,0.02%,[55876]
the first ahistorical body parts 10k avatar nft on tezos to be sold at sotheby's,1,0.02%,[4334]
the first autoglyph-derivative body parts 10k avatar nft to be sold at mcdonald's,1,0.02%,[8757]
the first animal themed 10k avatar nft on namecoin deemed culturally significant by pranksy,1,0.02%,[7526]
the first cherrypicked generative nuclear audio nft to be sold at a police auction,1,0.02%,[135891]
